temperature,pressure,vibration,current,voltage,operating_hours,failure
62.73,4.16,3.68,10.04,372.58,2174,0
76.06,4.47,2.6,14.06,368.19,2143,0
63.47,5.74,4.39,8.38,383.03,1241,0
83.13,4.98,1.05,11.72,358.29,1177,0
47.59,6.24,6.55,13.22,349.97,4699,1
64.85,6.18,4.28,12.68,373.11,251,0
49.97,6.0,0.47,10.57,377.99,4932,1
69.36,6.77,1.94,13.32,381.42,578,1
75.64,5.44,4.22,10.23,370.78,3333,0
59.95,5.95,4.76,11.96,399.11,1785,0
33.75,5.09,1.09,13.3,357.57,3591,0
67.39,7.22,4.07,12.93,362.93,1471,1
70.24,6.89,0.08,10.65,387.3,4000,1
69.85,5.51,2.87,14.39,362.58,2701,0
79.83,5.77,4.67,12.17,362.0,3523,0
52.15,6.45,2.17,13.49,381.85,1796,0
73.16,5.4,0.74,15.06,364.2,3757,0
79.31,5.04,3.22,14.24,378.0,4076,1
43.66,6.11,2.09,14.24,369.5,1498,0
68.84,5.55,3.94,12.39,367.08,4080,1
58.95,5.63,1.67,13.59,348.47,1501,0
64.02,4.92,1.84,12.43,382.09,1808,0
69.17,4.3,-0.03,9.58,361.29,1512,0
59.15,5.67,3.25,12.61,377.48,3330,0
56.89,6.13,2.76,12.51,372.32,2602,0
65.41,5.34,1.22,13.17,376.9,4822,1
51.95,6.51,3.29,11.74,377.75,1364,1
51.97,5.01,4.54,10.48,382.9,2359,0
73.15,4.76,2.68,13.31,369.08,462,0
51.21,5.45,3.4,9.37,398.64,2745,0
73.0,5.44,3.41,14.92,352.29,1632,0
70.55,6.04,1.19,11.54,376.6,4852,1
44.29,4.96,6.08,12.49,392.54,1483,1
56.87,6.46,2.29,13.12,387.15,766,0
79.33,6.88,3.98,13.18,365.38,2912,1
53.23,5.47,4.15,9.18,367.88,2575,0
59.43,6.37,2.79,13.65,364.9,3200,0
70.54,4.76,3.91,12.61,388.99,3501,0
74.4,6.25,3.37,10.73,368.9,3205,0
61.98,6.23,0.87,10.5,383.83,2651,0
57.83,6.1,2.5,11.33,383.96,3999,0
82.07,5.49,2.08,9.4,415.53,2251,0
85.87,3.43,2.31,15.44,384.7,487,1
76.75,5.05,1.04,14.97,367.83,3261,0
66.02,5.06,4.69,12.9,358.1,2480,0
55.3,4.82,5.4,11.55,375.86,476,0
55.03,5.59,4.47,11.61,378.21,4435,1
71.27,5.21,4.91,13.52,346.84,4377,1
70.02,4.92,2.48,15.52,369.29,1380,0
81.82,4.76,2.05,10.86,384.46,843,0
72.81,5.0,1.83,9.76,372.01,3586,0
46.96,6.29,3.97,15.1,394.53,1168,0
77.62,5.04,3.34,8.43,356.62,1108,0
53.02,5.14,2.88,9.98,390.15,4793,1
60.39,5.18,4.94,11.51,393.71,4396,1
68.0,5.74,3.61,8.88,394.35,442,0
88.95,5.82,1.74,14.22,356.51,3383,1
102.32,3.37,1.98,13.71,384.72,730,1
72.28,6.22,4.02,10.85,369.97,397,0
62.8,6.51,4.56,14.56,358.91,797,1
71.41,4.76,3.83,14.9,373.79,1605,0
75.65,4.82,5.85,11.77,366.43,2860,0
61.15,5.18,5.45,11.1,393.81,2925,0
86.54,4.97,3.66,16.52,387.7,478,1
67.76,5.66,1.74,13.44,362.71,2895,0
70.97,4.14,1.04,12.51,369.14,805,0
72.99,4.72,2.42,14.73,374.29,2514,0
70.06,6.58,4.13,12.6,378.91,870,1
75.07,4.85,5.74,10.99,395.1,4101,1
57.59,6.37,3.63,12.16,390.36,1194,0
58.3,5.75,4.75,14.08,380.77,3564,0
51.8,4.23,2.63,8.02,376.09,3694,0
70.27,5.94,3.93,11.42,353.4,4544,1
74.35,5.42,4.24,14.77,399.38,1331,0
70.49,5.18,0.03,10.98,373.29,1546,0
85.09,5.67,2.38,15.09,403.32,4288,1
64.93,5.83,4.42,14.83,382.94,2502,0
73.02,6.0,3.41,11.87,410.38,1926,0
51.9,6.32,1.21,10.86,389.09,3947,0
60.35,5.79,-0.65,11.43,358.52,1192,0
73.35,4.54,2.45,17.33,370.78,4777,1
75.19,5.17,2.89,15.75,377.46,1820,0
61.47,7.56,1.67,12.25,366.89,982,1
64.14,6.01,3.21,10.78,374.34,223,0
46.79,7.16,3.76,12.23,359.5,3590,1
60.72,6.48,4.01,12.49,380.09,3694,0
75.68,5.67,-0.53,9.51,383.56,702,0
71.9,5.71,1.03,12.16,364.94,3931,0
71.01,5.47,2.54,14.64,409.1,404,0
65.6,4.28,3.86,8.4,380.95,3328,0
65.08,5.51,3.73,13.65,367.75,3259,0
57.08,6.35,3.71,14.75,355.56,1351,0
73.39,5.08,2.42,10.88,380.9,1036,0
70.05,5.79,2.51,15.39,376.09,3817,0
70.9,6.1,1.91,10.62,391.75,2413,0
58.69,4.86,4.15,12.88,377.85,2231,0
39.16,5.18,1.62,11.39,362.09,3383,0
78.17,4.79,4.28,11.39,405.06,3389,0
59.25,4.92,3.31,10.77,386.53,4944,1
54.65,4.6,2.93,13.4,376.19,2298,0
73.32,4.87,2.01,13.7,382.47,785,0
60.3,6.49,0.97,11.87,387.11,4335,1
77.72,4.86,2.03,9.28,358.57,154,0
72.4,5.59,2.5,12.81,382.37,3312,0
73.2,5.15,-0.55,12.84,373.25,4269,1
48.61,6.33,2.7,11.57,387.61,3306,0
79.54,6.42,4.39,15.73,368.9,3055,0
68.14,6.1,3.85,8.87,370.93,2044,0
60.57,5.71,2.26,7.57,404.94,741,0
66.72,5.34,3.07,10.54,398.46,4939,1
43.69,4.67,2.17,13.42,330.57,161,0
69.9,6.86,3.22,9.89,397.35,1323,1
52.65,4.97,5.31,10.04,378.9,2637,0
48.77,5.96,4.45,13.9,369.38,592,0
46.73,6.24,3.78,12.93,364.89,1239,0
78.35,5.11,2.26,12.75,365.76,1355,0
57.45,6.23,4.12,13.56,369.8,2595,0
83.4,6.03,0.47,11.15,363.09,3385,0
58.57,6.71,2.62,11.24,359.68,2355,1
44.51,5.17,3.88,13.62,364.39,1101,0
51.6,4.6,4.11,9.31,384.85,1225,0
79.83,5.15,4.0,7.71,380.75,3981,0
63.13,5.65,3.44,11.13,388.34,4205,1
58.42,5.54,2.71,13.86,379.0,3644,0
66.92,5.22,3.81,12.51,360.4,1246,0
71.02,4.16,1.57,13.71,387.42,886,0
78.41,5.83,1.73,7.97,364.93,2151,0
82.38,6.88,3.09,12.63,389.7,358,1
60.68,5.82,3.26,13.31,362.51,3949,0
49.09,5.93,0.26,9.3,369.69,4716,1
60.04,5.9,3.68,13.72,374.58,815,0
68.12,5.78,4.16,11.78,390.12,1743,0
53.43,6.15,2.88,18.14,382.64,223,0
53.51,5.78,6.56,7.65,380.3,1873,1
69.13,5.28,1.98,14.74,408.29,1021,0
64.42,4.94,2.46,11.21,352.45,2277,0
65.39,5.33,2.41,8.77,364.42,1603,0
55.9,5.72,2.89,10.95,363.78,1952,0
62.24,5.28,2.51,12.55,353.44,2224,0
53.91,5.72,0.89,14.07,369.21,3354,0
75.68,5.81,2.18,15.44,390.32,2513,0
77.42,6.08,2.85,14.84,371.13,4487,1
42.85,6.4,4.84,10.07,375.0,256,0
53.85,5.55,6.3,14.26,354.16,1223,1
47.04,4.58,5.0,12.78,368.05,1017,0
57.2,5.26,1.84,10.69,373.07,1802,0
64.0,5.53,1.96,11.58,389.64,1765,0
47.6,4.21,2.76,10.58,354.88,4333,1
53.94,6.47,5.68,12.07,373.17,2211,0
52.95,5.6,2.75,10.54,396.3,3814,0
67.49,5.77,1.01,9.94,373.32,2654,0
65.83,6.46,2.25,12.96,348.27,3124,0
56.34,5.06,4.14,13.26,399.19,4135,1
67.12,5.9,4.03,11.62,391.02,2936,0
58.44,5.42,2.7,14.74,393.04,2497,0
61.74,5.37,4.03,11.48,353.84,2294,0
85.08,4.96,-0.41,11.39,402.69,1655,1
81.09,6.67,3.16,13.32,368.4,3725,1
49.41,5.24,4.29,11.74,372.36,3009,0
74.96,5.99,1.75,12.17,369.46,4602,1
74.74,4.19,1.75,6.96,394.2,443,0
51.22,6.33,0.2,12.03,377.3,4847,1
74.83,6.24,5.38,8.35,387.23,1644,0
83.46,5.57,1.92,9.56,381.14,4096,1
51.53,5.34,3.36,9.33,378.57,2918,0
53.99,5.78,3.91,9.91,365.8,138,0
77.21,7.1,5.27,10.9,407.18,4482,1
68.26,4.27,2.77,11.03,358.05,4857,1
71.62,6.05,2.19,13.33,386.18,3523,0
69.09,4.86,3.26,12.44,385.65,1128,0
69.69,5.49,4.93,8.2,397.32,335,0
49.08,5.33,2.74,12.17,400.82,1068,0
77.57,5.2,1.57,12.64,377.94,1330,0
79.04,5.49,0.69,11.34,387.96,338,0
62.25,4.71,1.17,11.88,406.47,1954,0
64.48,6.22,4.3,12.38,379.02,151,0
46.63,4.24,2.52,13.53,364.0,2255,0
71.17,5.88,2.09,8.85,374.23,1480,0
71.86,5.27,1.93,11.51,360.43,1156,0
64.25,4.68,3.13,15.02,385.58,121,0
78.49,5.64,2.64,14.83,395.97,406,0
60.99,4.41,2.59,13.7,378.18,4206,1
71.78,5.53,5.02,13.07,355.69,2709,0
52.76,4.5,5.31,15.31,395.32,4393,1
64.72,5.82,0.58,15.84,353.36,3700,0
62.91,4.85,3.49,11.74,356.81,2065,0
67.7,5.18,1.83,10.06,377.32,4746,1
60.57,5.71,2.63,11.46,383.78,3678,0
63.42,4.96,3.46,18.19,386.33,2643,0
74.91,5.46,2.68,8.86,379.01,604,0
59.76,4.44,3.35,11.06,406.4,236,0
45.72,5.94,4.01,9.17,380.98,1402,0
86.0,6.74,3.44,12.25,395.52,4114,1
81.58,7.45,2.03,9.59,391.8,3714,1
49.49,5.56,2.06,11.78,360.61,4906,1
73.28,6.05,0.84,8.1,377.45,606,0
58.96,4.25,1.72,13.24,411.85,4881,1
68.16,6.55,5.94,14.44,372.43,1633,1
68.53,6.04,1.81,11.23,369.88,3741,0
62.19,5.16,1.21,11.73,382.56,4103,1
55.59,6.37,3.48,11.67,372.97,807,0
56.71,5.32,2.83,12.36,368.09,1723,0
54.01,5.18,2.71,11.92,372.75,4337,1
55.02,5.83,5.11,13.54,401.48,2428,0
64.19,4.76,3.82,14.47,377.95,3114,0
56.41,6.22,2.21,10.37,360.08,1807,0
73.18,4.76,2.36,11.38,357.32,401,0
82.85,4.76,2.25,13.8,413.1,2544,0
58.04,4.86,4.31,9.16,376.65,417,0
67.87,6.03,2.54,8.06,386.52,3055,0
71.0,5.07,0.31,12.45,368.43,3027,0
70.66,4.56,2.93,12.99,384.81,957,0
65.91,5.08,0.69,10.56,401.89,2820,0
73.91,5.48,6.28,10.84,370.22,3122,1
70.79,4.67,1.55,10.48,386.88,776,0
50.15,4.69,2.76,10.27,358.91,478,0
75.43,6.98,3.39,13.39,410.34,316,1
75.65,4.9,2.57,9.64,384.03,3800,0
55.84,5.27,2.56,11.47,373.81,2996,0
65.46,5.24,3.63,10.19,375.53,4629,1
73.2,5.21,5.29,9.09,372.35,4951,1
62.49,5.93,4.15,13.74,373.12,3089,0
77.88,6.16,5.22,10.96,343.29,3930,0
93.37,5.29,1.43,12.38,378.53,3756,1
55.57,4.63,3.48,8.98,377.9,1606,0
48.43,6.39,3.23,10.52,387.33,1390,0
68.65,5.43,3.53,13.51,372.15,2039,0
73.66,6.71,5.06,17.17,368.43,4794,1
62.23,3.93,2.67,8.05,379.88,335,0
82.44,5.64,2.39,11.6,355.81,1883,0
48.94,6.84,3.8,12.82,382.15,4295,1
73.32,5.25,0.33,10.77,352.07,2886,0
57.73,5.34,2.64,13.7,396.81,1477,0
85.63,5.71,2.8,10.27,390.26,2855,1
88.91,5.11,1.62,12.31,366.11,2183,1
55.8,5.28,4.59,10.96,389.92,4509,1
58.41,5.26,1.41,14.44,381.67,4195,1
75.32,5.06,2.8,10.65,364.86,4746,1
60.35,6.36,3.44,11.3,349.66,4712,1
64.46,5.82,5.03,13.89,384.75,2800,0
65.3,5.68,2.98,9.94,368.09,4204,1
41.96,6.07,4.4,12.14,396.42,3649,0
64.83,5.31,4.05,8.35,380.21,4252,1
56.72,4.96,3.19,9.82,369.51,2430,0
59.08,5.08,1.37,12.76,406.97,4656,1
82.32,5.5,0.85,10.02,388.65,3861,0
49.92,4.76,3.16,10.91,325.17,2111,0
74.76,5.15,2.19,12.99,372.7,2741,0
61.65,5.14,4.38,10.84,359.24,2212,0
61.64,6.99,4.12,13.65,368.0,3600,1
74.48,3.56,2.72,12.43,377.83,4331,1
69.08,5.37,1.26,12.87,385.31,4957,1
71.85,6.71,3.77,14.48,383.92,1109,1
76.62,5.59,1.47,12.64,396.17,1729,0
61.02,6.03,1.86,15.08,389.55,3219,0
57.65,5.57,1.53,13.82,388.62,949,0
51.98,5.03,2.79,10.95,383.02,2967,0
55.1,3.93,4.76,14.59,399.3,2139,0
100.39,5.64,2.99,12.53,375.26,3335,1
79.94,4.96,2.34,11.21,375.65,578,0
48.79,4.94,0.71,12.56,351.42,1410,0
49.13,5.15,3.83,14.22,395.84,4731,1
70.78,6.72,1.83,12.91,378.85,2243,1
71.57,7.18,3.18,15.64,424.0,513,1
71.59,5.65,2.47,14.17,373.92,1756,0
61.94,5.17,4.26,13.05,381.33,2731,0
63.49,4.68,2.76,9.95,388.2,4036,1
68.93,5.83,2.91,11.64,363.47,1494,0
66.03,6.75,3.73,12.14,385.38,2723,1
38.37,5.33,6.16,13.39,380.52,2390,1
62.24,3.83,4.33,13.27,375.44,738,0
54.78,5.97,2.87,12.34,397.59,3544,0
67.1,6.19,3.0,12.24,366.44,452,0
100.82,4.39,2.21,13.44,384.12,4621,1
69.41,5.62,1.58,10.28,401.82,3248,0
61.24,5.82,2.17,15.39,369.4,4705,1
76.06,5.45,1.84,7.91,375.55,3688,0
70.79,4.95,3.98,14.91,415.18,239,0
70.04,6.21,1.39,11.91,387.12,351,0
72.28,5.22,5.0,14.01,372.41,768,0
89.68,4.46,4.13,12.73,392.04,3942,1
51.43,4.07,3.03,12.69,371.48,416,0
70.68,6.38,3.0,13.11,356.53,4118,1
53.88,5.93,2.16,13.62,400.59,3026,0
71.67,5.56,3.41,11.34,363.45,2109,0
53.98,5.19,4.63,14.07,416.78,3045,0
59.99,5.13,1.95,9.83,372.66,1152,0
61.46,4.75,0.7,11.99,412.0,4736,1
76.71,5.2,4.05,13.67,359.47,3663,0
76.02,4.02,3.49,13.99,395.38,1223,0
50.05,4.98,1.32,12.92,387.5,1443,0
65.66,5.28,1.9,11.21,392.57,669,0
56.49,5.93,1.71,13.79,394.52,4918,1
49.9,5.47,1.91,10.66,372.53,3821,0
62.4,6.06,2.51,15.5,360.37,4016,1
61.3,6.44,2.6,11.83,379.24,1100,0
94.12,6.24,2.02,8.92,383.35,3023,1
70.2,5.83,1.86,9.61,372.92,2336,0
48.47,5.51,2.66,12.09,384.16,4645,1
58.22,4.81,3.25,12.28,384.94,4025,1
77.26,6.02,2.53,15.94,366.35,3352,0
90.06,6.68,4.74,9.92,385.92,3492,1
45.97,5.74,3.76,12.08,375.99,2430,0
42.44,6.84,0.61,9.88,369.5,3492,1
87.45,4.43,3.79,11.01,391.81,2717,1
69.68,4.69,3.91,15.37,368.35,4220,1
54.58,6.1,2.35,9.73,373.15,4455,1
71.42,5.69,0.76,13.17,381.08,2113,0
33.37,6.42,3.01,12.79,400.61,2027,0
65.04,5.49,2.99,11.95,382.89,2644,0
68.93,4.89,1.32,13.04,387.92,4647,1
76.09,5.35,0.82,9.68,375.54,4895,1
52.83,4.43,2.87,15.31,378.82,3819,0
66.03,4.71,2.65,15.85,379.27,3773,0
53.89,6.18,2.37,12.09,384.4,1651,0
68.06,6.11,2.87,16.85,375.56,1782,0
54.26,5.75,1.35,11.2,400.1,484,0
60.1,4.3,2.35,12.8,374.4,4808,1
53.05,5.25,3.8,14.86,354.39,3136,0
72.81,4.64,2.48,11.08,421.14,2366,0
75.3,6.32,0.49,9.24,375.09,4752,1
62.18,5.09,2.29,8.78,399.7,4545,1
65.46,4.74,1.39,16.12,401.07,489,0
47.62,5.52,3.4,10.94,394.18,3018,0
61.4,5.05,3.48,11.63,377.03,2213,0
64.4,6.54,0.51,9.77,384.3,1242,1
96.45,4.99,4.14,13.9,360.88,845,1
51.66,4.52,1.33,10.44,409.85,1830,0
82.57,3.99,5.34,11.02,367.22,4222,1
76.96,5.48,2.93,12.6,376.19,4485,1
68.37,5.11,1.13,9.87,381.48,4223,1
86.1,4.5,1.29,11.64,378.39,3330,1
69.47,6.33,3.52,14.8,370.15,3316,0
69.67,5.97,2.41,12.86,400.92,2614,0
64.36,5.48,2.86,12.26,394.25,1869,0
79.68,6.46,5.42,12.43,384.83,207,0
78.16,5.96,1.95,11.22,374.01,2586,0
57.49,4.92,3.09,15.99,395.96,4398,1
49.17,4.77,5.13,10.38,373.03,876,0
62.56,6.07,3.41,12.42,403.56,2033,0
55.4,5.78,0.59,12.23,381.67,537,0
64.24,5.62,3.76,14.02,398.45,1134,0
79.85,4.91,1.26,14.21,378.29,936,0
59.51,5.93,5.11,11.94,381.07,4802,1
64.49,4.97,1.77,12.58,398.38,741,0
65.7,5.43,7.45,12.66,412.91,3274,1
75.18,6.51,5.2,7.46,403.41,1908,1
38.04,5.04,1.81,8.82,393.16,3975,0
57.72,4.4,3.03,10.79,388.84,742,0
67.54,4.76,4.13,10.88,372.4,802,0
79.4,6.2,4.18,9.6,384.43,2948,0
59.1,5.68,3.66,13.5,366.3,3017,0
42.48,5.41,4.88,12.0,385.64,3712,0
72.44,5.14,2.82,11.57,386.6,1822,0
57.38,5.84,2.45,9.49,350.59,948,0
50.72,4.91,2.48,11.91,380.58,2654,0
57.51,5.71,4.29,6.75,386.22,1562,0
62.79,4.99,3.55,11.67,378.74,3929,0
57.74,4.87,3.44,12.13,385.37,3882,0
38.53,5.05,4.19,12.48,359.87,610,0
75.76,5.24,-0.08,8.87,368.36,2256,0
80.3,5.47,3.47,12.45,395.52,3019,0
72.82,5.66,3.33,9.92,380.01,832,0
51.35,2.92,5.5,10.38,385.1,3050,0
62.58,4.93,0.71,13.44,371.8,4060,1
64.92,5.23,5.34,16.03,380.29,1337,0
72.19,6.55,3.11,12.1,345.47,1580,1
73.02,4.74,3.73,10.37,392.69,2565,0
56.19,5.61,5.51,12.38,407.12,2110,0
65.98,6.55,3.84,13.88,364.02,4857,1
70.49,4.58,3.6,13.24,365.9,2835,0
82.47,5.78,3.36,17.49,386.61,4299,1
73.45,4.94,2.27,10.57,402.11,2859,0
74.47,5.15,2.96,12.5,379.97,677,0
66.01,4.94,1.93,15.1,361.56,3596,0
81.93,4.99,2.93,14.97,376.87,918,0
69.92,7.41,-0.5,8.1,364.55,4274,1
54.67,6.09,3.64,11.99,369.97,1989,0
81.84,6.27,2.82,14.97,375.44,658,0
73.37,5.84,2.5,17.78,366.06,3033,0
59.68,4.38,3.33,13.41,368.33,1719,0
59.25,5.78,0.85,11.26,381.12,169,0
68.56,6.25,5.89,9.98,383.23,1289,0
70.56,4.9,2.85,16.44,358.64,3002,0
67.37,6.18,2.78,13.46,385.95,4440,1
68.74,5.99,1.55,10.3,374.27,3216,0
85.4,6.8,3.04,11.59,390.8,783,1
77.86,5.21,5.08,12.62,391.71,4010,1
67.29,4.73,4.55,13.09,371.83,3872,0
76.3,5.25,4.28,10.2,389.21,170,0
52.61,6.5,3.82,10.77,367.45,1362,1
69.78,4.22,2.46,8.69,399.86,2255,0
86.71,4.05,0.82,14.08,368.01,4917,1
62.38,5.56,2.7,11.32,385.29,4497,1
54.83,5.19,2.65,12.93,377.19,1471,0
57.17,5.51,4.57,14.84,364.75,2015,0
51.92,6.16,3.46,12.44,393.51,3905,0
55.58,5.11,5.42,11.77,370.79,4451,1
60.55,4.19,4.8,12.39,354.5,1647,0
48.13,6.93,2.32,12.13,336.77,3998,1
65.19,4.8,0.31,14.49,366.87,4555,1
75.83,4.76,5.08,12.62,400.64,3655,0
54.11,6.27,5.04,10.91,398.87,1313,0
83.23,5.23,0.95,14.1,369.22,2240,0
71.13,5.46,5.26,14.46,374.38,960,0
77.37,5.84,3.57,9.32,373.03,1089,0
57.11,6.26,3.24,15.07,360.0,4679,1
75.25,5.27,5.42,12.73,365.77,3023,0
51.9,6.56,5.02,12.57,394.72,1532,1
75.68,4.0,3.98,14.01,387.56,440,0
67.06,6.03,3.71,10.87,384.1,2477,0
71.64,4.91,3.92,13.91,359.97,1298,0
50.89,6.46,2.4,11.25,381.51,1567,0
54.26,5.6,2.92,9.05,345.44,4396,1
72.17,5.03,1.65,10.0,392.64,4938,1
53.62,5.96,2.5,13.13,383.88,4293,1
70.56,6.13,2.45,10.11,359.82,1391,0
48.59,5.95,2.05,15.22,404.25,451,0
75.18,4.78,3.21,14.38,353.06,1401,0
50.21,5.16,2.51,14.67,387.95,3739,0
71.63,5.5,3.75,12.25,388.33,3187,0
72.51,5.47,0.57,12.52,361.4,555,0
56.64,6.02,2.83,9.61,379.43,3350,0
71.98,4.09,3.2,13.99,355.45,1257,0
68.13,5.73,2.53,12.76,337.3,357,0
58.53,5.3,2.74,13.13,363.98,2209,0
52.9,4.91,0.62,15.38,370.75,581,0
41.45,4.98,3.53,10.79,389.66,4830,1
69.2,5.35,3.97,11.75,381.01,3213,0
46.22,2.98,3.74,12.65,381.4,1496,0
66.14,5.01,4.56,10.13,364.78,2726,0
61.84,4.89,3.3,11.62,372.05,747,0
73.15,5.87,3.72,12.99,366.05,1711,0
61.38,4.94,3.23,11.35,361.63,3925,0
61.05,5.35,4.03,14.62,371.09,4688,1
73.78,6.58,0.63,8.98,381.12,4686,1
69.02,6.2,1.66,14.25,371.41,2368,0
68.79,6.13,5.38,13.32,375.15,3984,0
70.63,5.15,-0.69,10.86,390.42,2854,0
46.57,5.88,2.79,10.15,372.49,3686,0
74.08,5.34,4.76,7.84,359.99,3484,0
72.35,5.36,2.86,10.41,388.45,4689,1
52.8,5.79,2.39,14.09,383.99,858,0
62.07,5.08,3.19,11.89,384.93,732,0
64.53,6.55,2.47,14.33,389.39,3684,1
63.39,5.39,3.05,10.76,386.85,429,0
69.01,5.93,1.97,13.41,380.43,3119,0
82.18,6.52,4.66,10.57,415.87,109,1
77.98,6.22,5.13,10.07,360.73,4153,1
49.25,4.51,2.8,11.79,371.2,2274,0
72.46,5.81,0.92,10.67,394.51,1084,0
80.95,6.1,2.21,8.91,382.14,768,0
69.64,6.12,2.72,11.64,391.37,2378,0
78.09,4.72,3.76,12.21,382.55,541,0
89.15,5.04,1.49,14.54,400.61,3025,1
77.28,6.2,1.85,13.87,364.89,4120,1
67.99,4.97,3.77,14.44,400.14,373,0
77.54,5.29,4.41,13.44,397.56,4813,1
66.74,6.6,2.07,12.67,361.85,1126,1
65.29,5.47,1.0,9.54,389.46,2473,0
60.78,4.99,7.93,12.3,379.35,4448,1
83.76,4.89,4.17,13.19,370.9,1657,0
55.18,5.73,2.6,14.91,351.67,3226,0
83.39,4.57,4.3,13.37,364.84,3033,0
71.0,5.33,2.81,14.48,390.62,547,0
48.21,5.73,4.3,9.94,392.21,3468,0
69.41,6.41,3.24,11.35,376.84,3793,0
39.8,5.97,3.14,12.86,392.25,3906,0
72.51,5.0,2.83,14.32,394.18,4664,1
75.62,6.32,0.83,11.71,382.32,4096,1
57.89,5.29,5.91,11.84,369.16,3417,0
66.48,4.64,1.59,13.37,386.62,169,0
88.45,5.38,0.96,9.75,387.3,4676,1
58.93,6.51,2.68,15.21,390.11,2677,1
52.29,5.62,1.56,10.24,392.98,4685,1
82.78,5.51,2.92,8.16,359.57,4698,1
88.55,6.65,4.03,12.02,372.35,3156,1
65.04,4.5,4.49,15.4,351.52,216,0
77.14,4.6,4.22,13.17,391.2,1913,0
81.1,4.37,2.54,13.5,376.82,1003,0
56.09,5.76,3.07,12.08,386.46,4623,1
59.18,5.62,3.61,11.7,357.86,593,0
79.77,6.58,0.36,8.91,401.01,3958,1
85.22,5.67,3.86,7.48,362.08,2783,1
71.75,5.22,0.81,12.39,391.62,4275,1
54.44,5.5,6.06,14.63,381.77,3830,1
88.84,5.58,2.39,12.69,377.16,4790,1
58.63,4.33,2.72,13.25,375.95,1640,0
60.98,7.4,1.85,15.17,370.43,725,1
69.11,5.86,2.06,12.66,399.43,4479,1
83.65,5.65,6.41,11.75,380.19,4958,1
75.25,5.93,4.41,10.36,360.96,937,0
69.98,6.0,0.68,16.04,374.24,2115,0
70.56,5.4,5.26,13.05,381.93,2115,0
65.52,5.06,4.79,10.11,393.47,3179,0
71.7,5.92,2.58,9.66,370.93,171,0
34.65,5.77,3.46,14.51,371.93,3552,0
61.44,4.93,2.98,9.93,380.35,4848,1
67.9,6.49,5.96,15.71,393.1,3978,0
51.19,5.71,1.81,6.49,359.47,163,0
69.64,6.01,3.22,14.85,387.58,129,0
62.55,6.47,2.36,12.97,373.04,4071,1
86.07,5.52,0.85,12.24,375.13,4752,1
83.88,5.72,6.29,11.65,410.02,2425,1
59.41,6.07,1.23,15.78,377.05,4472,1
63.19,4.99,3.33,13.41,391.32,4865,1
64.11,5.54,0.39,10.19,390.78,2979,0
59.58,5.59,2.4,8.56,362.3,2288,0
67.34,4.83,3.63,12.35,352.32,2881,0
55.9,7.12,1.76,12.0,392.31,4221,1
51.43,4.51,3.88,8.96,363.75,2245,0
72.47,4.59,2.6,11.89,355.04,375,0
72.55,6.42,4.74,10.85,395.39,1366,0
55.35,6.0,5.04,12.02,364.71,4073,1
75.74,4.78,2.12,13.45,368.41,4204,1
57.42,5.93,3.12,14.99,409.62,3043,0
68.04,6.53,3.28,13.82,355.1,3080,1
74.84,5.48,3.93,10.56,361.16,2419,0
64.6,7.32,3.02,12.74,373.1,131,1
70.46,4.29,3.29,12.13,376.4,951,0
58.8,5.99,2.63,9.34,366.59,704,0
62.64,6.32,3.17,12.8,362.62,3299,0
62.53,6.12,4.95,15.71,402.65,2164,0
56.04,5.36,3.97,12.06,383.94,3644,0
62.88,5.3,4.05,8.81,388.78,2448,0
46.42,5.81,4.08,12.06,377.94,1907,0
59.11,6.07,2.77,9.57,384.34,3959,0
61.58,5.92,3.48,13.73,393.99,4237,1
61.93,6.23,1.37,13.05,365.06,2298,0
62.1,4.79,4.9,11.66,383.97,3972,0
64.26,5.34,-1.17,11.34,390.44,3662,0
70.75,4.84,2.87,11.58,403.17,3298,0
75.49,5.23,4.71,12.02,409.22,4604,1
57.2,6.21,0.95,10.46,381.05,1992,0
50.56,5.58,3.6,9.22,397.08,4539,1
52.5,7.32,1.98,14.28,339.95,3269,1
59.15,5.64,2.45,11.23,403.28,3047,0
60.78,5.54,4.42,12.33,369.11,4223,1
55.76,5.57,3.3,12.57,376.38,3200,0
49.45,5.05,-0.05,12.64,386.62,4021,1
59.53,5.46,1.54,9.65,377.7,4829,1
67.18,6.29,4.46,8.65,382.95,4407,1
72.14,5.58,3.67,10.82,403.82,4883,1
58.31,4.94,5.62,12.79,374.24,3788,0
60.04,4.85,5.52,10.54,363.7,171,0
53.88,5.18,2.49,11.29,407.2,2257,0
64.62,5.55,6.75,16.25,387.9,1236,1
54.82,6.34,3.04,8.31,408.83,4427,1
71.88,4.56,1.56,10.49,392.95,4177,1
43.57,5.28,2.05,15.79,360.15,142,0
60.68,5.6,-0.39,11.91,389.68,4460,1
68.61,4.22,5.41,10.59,365.24,1931,0
67.21,4.92,5.39,14.34,380.11,145,0
97.32,5.02,1.48,12.11,378.86,3741,1
69.2,4.94,2.66,11.3,355.74,1775,0
52.95,5.63,3.14,12.38,367.81,3452,0
63.85,5.39,1.56,10.68,413.08,1369,0
43.69,5.11,0.37,9.97,383.58,4083,1
64.03,5.8,2.68,11.77,377.37,4063,1
55.0,6.71,2.52,9.98,407.19,3123,1
75.98,6.65,2.42,12.02,374.06,2890,1
58.41,4.15,3.33,12.71,378.63,3270,0
